255,0,127.2869033,38.38764006,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,0
255,0,129.9495562,33.89226201,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,1
255,0,131.9287519,34.28991242,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,0
255,0,130.0549018,36.76128926,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,0
251,0,130.5168093,29.13590887,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,1
255,0,132.039408,39.19258747,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,1
255,0,128.2345847,31.44340101,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,1
255,0,130.7261471,31.68454895,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,0
255,0,130.0679386,28.99700108,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,1
255,0,130.5622914,34.1321473,130.0981065,5.78579505,132.5176174,6.479440214,129.1202563,6.278945594,128.7872671,7.403394666,1
255,0,146.0882767,91.97420777,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,0
255,0,147.2344856,93.17573264,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,1
255,0,144.5071282,93.11874341,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,0
255,0,147.7317649,91.34648428,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,0
255,0,148.3248003,92.227858,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,1
255,0,144.4112921,93.22081821,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,1
255,0,147.3525168,92.6276304,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,1
255,0,144.8520361,92.95309394,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,0
255,0,146.407746,92.05118499,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,1
255,0,145.8339146,93.03569676,156.8929038,19.65963157,157.9966246,18.06798766,157.9392714,20.35833114,148.6101819,20.73421609,1
228,16,132.4995936,24.57991326,110.0840497,3.765525968,117.4829906,4.233850687,108.4238627,3.656737777,99.22656238,3.59619282,3
